Welcome to Camden Town!;['Welcome', 'to', 'Camden', 'Town', '!']
Welcome to;['Welcome', 'to']
can't (= cannot);"['ca', ""n't""]"
to listen to;['listen', 'to']
What's your name?;"['What', ""'s"", 'your', 'name', '?']"
hello;['hello']
I'm (= I am);"['I', ""'m""]"
am;['am']
Hello, I'm …;"['Hello', ',', 'I', ""'m""]"
Where are you from?;['Where', 'are', 'you', 'from', '?']
I'm from …;"['I', ""'m"", 'from']"
sister;['sister']
How old are you?;['How', 'old', 'are', 'you', '?']
how;['how']
I'm ten.;"['I', ""'m"", 'ten', '.']"
I'm eleven years old.;"['I', ""'m"", 'eleven', 'year', 'old', '.']"
We're twelve.;"['We', ""'re"", 'twelve', '.']"
I'm … years old.;"['I', ""'m"", 'year', 'old', '.']"
year;['year']
we're (= we are);"['we', ""'re""]"
we;['we']
Elephants are my favourite animals.;['Elephants', 'are', 'my', 'favourite', 'animal', '.']
boring;['boring']
don't (= do not);"['do', ""n't""]"
I don't like …;"['I', 'do', ""n't"", 'like']"
to read;['read']
What do you like?;['What', 'do', 'you', 'like', '?']
What don't you like?;"['What', 'do', ""n't"", 'you', 'like', '?']"
What about you?;['What', 'about', 'you', '?']
what;['what']
picture;['picture']
What's … in English?;"['What', ""'s"", 'in', 'English', '?']"
English;['English']
in English;['in', 'English']
to write;['write']
to write down;['write', 'down']
phone number;['phone', 'number']
to find;['find']
pet;['pet']
game;['game']
purple;['purple']
red;['red']
orange;['orange']
grey;['grey']
yellow;['yellow']
green;['green']
black;['black']
white;['white']
brown;['brown']
blue;['blue']
music;['music']
dancing (no pl);['dancing']
shut up (informal);['shut', 'up']
I'm at Camden School for Girls.;"['I', ""'m"", 'at', 'Camden', 'School', 'for', 'Girls', '.']"
school;['school']
boy;['boy']
girl;['girl']
to go to school together;['go', 'to', 'school', 'together']
yes;['yes']
his;['his']
her;['her']
So he isn't a baby like George.;"['So', 'he', 'is', ""n't"", 'a', 'baby', 'like', 'George', '.']"
colour;['colour']
example;['example']
for example;['for', 'example']
at school;['at', 'school']
Monday;['Monday']
what's (= what is);"['what', ""'s""]"
there;['there']
there is/are;['there', 'is']
there's (= there is);"['there', ""'s""]"
pencil case;['pencil', 'case']
piece of paper;['piece', 'of', 'paper']
pencil;['pencil']
scissors (only pl);['scissors', 'only']
ruler;['ruler']
word;['word']
it's (= it is);"['it', ""'s""]"
day;['day']
where;['where']
where's (= where is);"['where', ""'s""]"
Where is …? / Where are …?;['Where', 'is', '?']
that;['that']
that's (= that is);"['that', ""'s""]"
that's not (= that is not);"['that', ""'s"", 'not']"
now;['now']
or;['or']
room;['room']
right;['right']
under;['under']
in front of;['in', 'front', 'of']
behind;['behind']
between;['between']
dad (informal);['dad']
bye (informal)/goodbye;['bye']
(I'm) sorry.;['sorry', '.']
I'm sorry.;"['I', ""'m"", 'sorry', '.']"
thanks;['thanks']
thank you;['thank', 'you']
isn't (= is not);"['is', ""n't""]"
number;['number']
seven;['seven']
one;['one']
two;['two']
three;['three']
four;['four']
five;['five']
six;['six']
eight;['eight']
nine;['nine']
ten;['ten']
twelve;['twelve']
to say;['say']
went;['went']
Mrs;['Mrs']
class;['class']
classmate;['classmate']
to be good at;['be', 'good', 'at']
maths (informal, pl);['math', 'informal', ',']
to let;['let']
us;['u']
let's (= let us);"['let', ""'s""]"
to start;['start']
desk;['desk']
uniform;['uniform']
she's (= she is);"['she', ""'s""]"
she's (= she is);"['she', ""'s""]"
aren't (= are not);"['are', ""n't""]"
answer;['answer']
question;['question']
lesson;['lesson']
then;['then']
to ask;['ask']
tall;['tall']
why;['why']
Indian;['Indian']
mum (informal);['mum']
Mum (informal);['Mum']
father;['father']
to speak;['speak']
Greek;['Greek']
but;['but']
parents (pl);['parent']
Hindi (no pl);['Hindi']
at home;['at', 'home']
shop;['shop']
silly;['silly']
sometimes;['sometimes']
other;['other']
people (no pl);['people']
family;['family']
grandparents (pl);['grandparent']
aunt;['aunt']
uncle;['uncle']
break;['break']
break's over;"['break', ""'s"", 'over']"
grandmother;['grandmother']
grandfather;['grandfather']
them;['them']
mother;['mother']
son;['son']
daughter;['daughter']
cousin;['cousin']
husband;['husband']
wife;['wife']
more;['more']
your;['your']
our;['our']
their;['their']
to have;['have']
house;['house']
its;['it']
German;['German']
library;['library']
gym;['gym']
sports ground;['sport', 'ground']
IT room;['IT', 'room']
assembly hall;['assembly', 'hall']
science lab(oratory);['science', 'lab']
classroom;['classroom']
to feel;['feel']
bored;['bored']
to do;['do']
to have lunch;['have', 'lunch']
lunch;['lunch']
to make;['make']
Turkish;['Turkish']
dialogue;['dialogue']
science;['science']
geography;['geography']
today;['today']
RE (= religious education);['RE']
IT (no pl) (= information technology);['IT', '=', 'information', 'technology']
to look;['look']
puzzle;['puzzle']
Tuesday;['Tuesday']
Wednesday;['Wednesday']
technology;['technology']
Thursday;['Thursday']
Friday;['Friday']
German;['German']
Saturday;['Saturday']
Sunday;['Sunday']
week;['week']
to give;['give']
to sit down;['sit', 'down']
to help;['help']
to open;['open']
window;['window']
to put;['put']
phrase;['phrase']
her;['her']
rule;['rule']
teacher;['teacher']
homework (no pl);['homework']
activity;['activity']
pupil;['pupil']
to draw;['draw']
of;['of']
feedback;['feedback']
at home;['at', 'home']
half;['half']
am (= ante meridiem);['am']
pm (= post meridiem);['pm']
half past (seven);['half', 'past']
to get up;['get', 'up']
to get dressed;['get', 'dressed']
best;['best']
at;['at']
to take;['take']
to meet;['meet']
to be fun;['be', 'fun']
quarter (past/to);['quarter']
tea;['tea']
to watch TV;['watch', 'TV']
to chat (to sb);['chat']
never;['never']
to end;['end']
night;['night']
verse;['verse']
to go with;['go', 'with']
(one) o'clock;"[""o'clock""]"
hour;['hour']
minute;['minute']
quarter of an hour;['quarter', 'of', 'an', 'hour']
half;['half']
half an hour;['half', 'an', 'hour']
to mean;['mean']
to think of;['think', 'of']
to think;['think']
to work;['work']
in the morning;['in', 'the', 'morning']
morning;['morning']
to have breakfast;['have', 'breakfast']
breakfast;['breakfast']
in the afternoon;['in', 'the', 'afternoon']
afternoon;['afternoon']
in the evening;['in', 'the', 'evening']
evening;['evening']
to go to bed;['go', 'to', 'bed']
cupboard;['cupboard']
lamp;['lamp']
carpet;['carpet']
chair;['chair']
to tell;['tell']
above;['above']
below;['below']
brilliant (BE, informal);['brilliant', 'BE', ',']
small;['small']
quite;['quite']
beautiful;['beautiful']
another;['another']
well;['well']
to be right;['be', 'right']
to choose;['choose']
terrible;['terrible']
crazy;['crazy']
fantastic (informal);['fantastic']
interesting;['interesting']
who;['who']
alone;['alone']
to invite;['invite']
to sweep the floor;['sweep', 'the', 'floor']
to sweep;['sweep']
floor;['floor']
to hoover;['hoover']
living room;['living', 'room']
to lay the table;['lay', 'the', 'table']
table;['table']
around;['around']
easy;['easy']
life (pl lives);['life', 'life']
true;['true']
to take out the rubbish;['take', 'out', 'the', 'rubbish']
to take out;['take', 'out']
rubbish (no pl);['rubbish']
toilet;['toilet']
work;['work']
to cook;['cook']
cooking;['cooking']
usually;['usually']
just;['just']
to walk the dog;['walk', 'the', 'dog']
to wait;['wait']
to wait for;['wait', 'for']
back;['back']
which;['which']
to be angry with sb;['be', 'angry', 'with', 'sb']
to believe;['believe']
because;['because']
next;['next']
riding (no pl);['riding']
planner;['planner']
every;['every']
cinema;['cinema']
to watch;['watch']
when;['when']
at the end;['at', 'the', 'end']
without;['without']
ghost;['ghost']
spider;['spider']
scary;['scary']
midnight (no pl);['midnight']
What time is it?;['What', 'time', 'is', 'it', '?']
What's the time?;"['What', ""'s"", 'the', 'time', '?']"
to guess;['guess']
to happen;['happen']
maybe;['maybe']
excited;['excited']
out;['out']
tent;['tent']
Come on! (informal);['Come', 'on', '!']
to get;['get']
sleeping bag;['sleeping', 'bag']
later;['later']
strange;['strange']
noise;['noise']
at night;['at', 'night']
to laugh;['laugh']
to be afraid (of);['be', 'afraid']
to scare;['scare']
candle;['candle']
to whisper;['whisper']
voice;['voice']
light (no pl);['light']
woman (pl women);['woman', 'woman']
into;['into']
suddenly;['suddenly']
to look;['look']
to scream;['scream']
face;['face']
only;['only']
at that moment;['at', 'that', 'moment']
to hear;['hear']
to jump (up);['jump']
to jump;['jump']
to shout;['shout']
to shout (at);['shout']
angry;['angry']
just wait;['just', 'wait']
till (= until);['till']
to be asleep;['be', 'asleep']
heading;['heading']
around the year;['around', 'the', 'year']
calendar;['calendar']
month;['month']
to look at;['look', 'at']
child (pl children);['child', 'child']
when;['when']
what;['what']
other;['other']
third;['third']
June;['June']
January;['January']
February;['February']
March;['March']
July;['July']
August;['August']
September;['September']
April;['April']
May;['May']
October;['October']
November;['November']
December;['December']
first;['first']
second;['second']
season;['season']
line;['line']
to change places;['change', 'place']
cake;['cake']
swimming;['swimming']
to go swimming;['go', 'swimming']
to have a party;['have', 'a', 'party']
ice-skating;['ice-skating']
date;['date']
short;['short']
to drink;['drink']
to decorate;['decorate']
no;['no']
to dance;['dance']
to go on a trip;['go', 'on', 'a', 'trip']
trip;['trip']
first;['first']
to buy;['buy']
still;['still']
sure (informal);['sure']
to answer;['answer']
him;['him']
her;['her']
food (no pl);['food']
leaflet;['leaflet']
to try;['try']
circus;['circus']
to spin plates;['spin', 'plate']
air (no pl);['air']
to fly through the air;['fly', 'through', 'the', 'air']
to walk the wire;['walk', 'the', 'wire']
to juggle;['juggle']
to take part (in);['take', 'part']
better;['better']
a bit;['a', 'bit']
to be sure;['be', 'sure']
sure;['sure']
I'm afraid;"['I', ""'m"", 'afraid']"
clothes (pl);['clothes']
to take place;['take', 'place']
to offer;['offer']
to sell;['sell']
to call;['call']
guest;['guest']
to learn;['learn']
to finish;['finish']
to wear;['wear']
to go on;['go', 'on']
the other one;['the', 'other', 'one']
to think of;['think', 'of']
different;['different']
some;['some']
colouring (no pl);['colouring']
needn't (= need not);"['need', ""n't""]"
butter;['butter']
sugar;['sugar']
baking powder (no pl);['baking', 'powder']
egg;['egg']
chocolate (no pl);['chocolate']
tin;['tin']
box;['box']
bar;['bar']
bottle;['bottle']
shopping (no pl);['shopping']
punch;['punch']
fridge (informal);['fridge']
have to;['have', 'to']
pineapple;['pineapple']
to mix;['mix']
to cut;['cut']
fruit (no pl);['fruit']
salt (no pl);['salt']
pepper (no pl);['pepper']
cheese;['cheese']
ham;['ham']
tomato;['tomato']
to flatten;['flatten']
to bake;['bake']
to take photos;['take', 'photo']
title;['title']
young;['young']
man (pl men);['man', 'men']
also;['also']
to keep;['keep']
Well done!;['Well', 'done', '!']
to sound;['sound']
that sounds fun;['that', 'sound', 'fun']
ready;['ready']
to swing;['swing']
leg;['leg']
to slow down;['slow', 'down']
to watch out (for);['watch', 'out']
high;['high']
down;['down']
to fall over;['fall', 'over']
to live;['live']
order;['order']
after that;['after', 'that']
in the end;['in', 'the', 'end']
end;['end']
stupid;['stupid']
hurt;['hurt']
to surprise;['surprise']
role;['role']
narrator;['narrator']
quietly;['quietly']
character;['character']
information (no pl);['information']
act;['act']
free time;['free', 'time']
note;['note']
stall;['stall']
market;['market']
open;['open']
open (from … to …);['open']
a week;['a', 'week']
Chinese;['Chinese']
restaurant;['restaurant']
a year;['a', 'year']
amazing;['amazing']
view;['view']
delicious;['delicious']
expensive;['expensive']
noodles (pl);['noodle']
to go canoeing;['go', 'canoeing']
castle;['castle']
way;['way']
to visit;['visit']
to add (sth to sth);['add']
area;['area']
British;['British']
where;['where']
each;['each']
group;['group']
crisps (pl, BE);['crisp', ',', 'BE']
to lie;['lie']
to win;['win']
magazine;['magazine']
budgie (= budgerigar) (informal);['budgie', '=', 'budgerigar']
to form;['form']
careful;['careful']
spelling;['spelling']
couch potato;['couch', 'potato']
to answer the phone;['answer', 'the', 'phone']
so;['so']
I guess …;['I', 'guess']
to show sb (a)round;['show', 'sb', 'round']
to mime;['mime']
action;['action']
to cheer;['cheer']
to cry;['cry']
to walk off;['walk', 'off']
to say sorry;['say', 'sorry']
blond(e);['blond']
trousers (pl);['trouser']
skirt;['skirt']
this T-shirt;['this', 'T-shirt']
We're just looking.;"['We', ""'re"", 'just', 'looking', '.']"
Why don't you buy it anyway?;"['Why', 'do', ""n't"", 'you', 'buy', 'it', 'anyway', '?']"
here you are;['here', 'you', 'are']
cheap;['cheap']
to try on;['try', 'on']
to fit;['fit']
long;['long']
customer;['customer']
to be missing;['be', 'missing']
to be a pity;['be', 'a', 'pity']
coat;['coat']
hat;['hat']
to bring;['bring']
parrot;['parrot']
to make fun of sb;['make', 'fun', 'of', 'sb']
to yawn;['yawn']
to kiss;['kiss']
to take;['take']
money (no pl);['money']
to run (away);['run']
was, were;['wa', ',', 'were']
to steal;['steal']
nervous;['nervous']
ran;['ran']
main entrance;['main', 'entrance']
to stay;['stay']
finally;['finally']
to arrive;['arrive']
on the right;['on', 'the', 'right']
on the left;['on', 'the', 'left']
couldn't (= could not);"['could', ""n't""]"
to switch on;['switch', 'on']
pocket;['pocket']
bin;['bin']
over there;['over', 'there']
to fall;['fall']
fell;['fell']
in;['in']
dress;['dress']
owner;['owner']
everything;['everything']
the police (no pl);['the', 'police']
to notice;['notice']
letter;['letter']
to get;['get']
How are you?;['How', 'are', 'you', '?']
Say hi to ... for me!;['Say', 'hi', 'to', 'for', 'me', '!']
I'm fine;"['I', ""'m"", 'fine']"
yesterday;['yesterday']
world;['world']
sound;['sound']
farm;['farm']
wild;['wild']
fish (pl fish or fishes);['fish', 'fish', 'or', 'fish']
mouse (pl mice);['mouse', 'mouse']
cow;['cow']
pig;['pig']
sheep (pl sheep);['sheep', 'sheep']
chicken;['chicken']
horse;['horse']
duck;['duck']
lion;['lion']
seal;['seal']
fur (no pl);['fur']
nose;['nose']
ear;['ear']
mouth;['mouth']
tooth (pl teeth);['tooth', 'teeth']
feather;['feather']
wing;['wing']
tail;['tail']
head;['head']
bird;['bird']
snake;['snake']
hungry;['hungry']
to catch;['catch']
looks (pl);['look']
to begin;['begin']
home;['home']
to illustrate;['illustrate']
to speculate (on);['speculate']
What is ... like?;['What', 'is', 'like', '?']
perhaps;['perhaps']
to calm down;['calm', 'down']
to seem;['seem']
sick;['sick']
shouldn't (= should not);"['should', ""n't""]"
to smell;['smell']
to lick;['lick']
mustn't (= must not);"['must', ""n't""]"
pet shop;['pet', 'shop']
to look for;['look', 'for']
flat (BE);['flat']
worried;['worried']
to imagine;['imagine']
interest;['interest']
address;['address']
in the street;['in', 'the', 'street']
enough;['enough']
to discuss;['discus']
statement;['statement']
to be lucky;['be', 'lucky']
difficult;['difficult']
disappointed;['disappointed']
safe;['safe']
scared;['scared']
surprised;['surprised']
pleased;['pleased']
shocked;['shocked']
to be wrong;['be', 'wrong']
second;['second']
possible;['possible']
I'd love to have;"['I', ""'d"", 'love', 'to', 'have']"
to give sth a go;['give', 'sth', 'a', 'go']
the other one;['the', 'other', 'one']
to understand;['understand']
animal shelter;['animal', 'shelter']
real;['real']
to explain (sth to sb);['explain']
to practise;['practise']
chameleon;['chameleon']
dinosaur;['dinosaur']
everywhere;['everywhere']
to feed;['feed']
fed;['fed']
ill;['ill']
didn't (= did not);"['did', ""n't""]"
to look after;['look', 'after']
to wiggle (out);['wiggle']
to take away;['take', 'away']
to drive;['drive']
to miaow;['miaow']
not ... anymore;['not', 'anymore']
What happened?;['What', 'happened', '?']
(it) makes me feel ...;['make', 'me', 'feel']
unhappy;['unhappy']
upset;['upset']
news (pl);['news']
to get back;['get', 'back']
these (= pl of this);['these', '=', 'of', 'this']
not even;['not', 'even']
How much …?;['How', 'much', '?']
those (= pl of that);['those', '=', 'of', 'that']
guinea pig;['guinea', 'pig']
What's wrong with ...?;"['What', ""'s"", 'wrong', 'with', '?']"
helper;['helper']
toy;['toy']
to present (sth to sb);['present']
to decide;['decide']
Britain;['Britain']
wish;['wish']
brochure;['brochure']
sea (no pl);['sea']
(a) must (no pl);['a', 'must']
circle;['circle']
adventure;['adventure']
on the beach;['on', 'the', 'beach']
like;['like']
sailing;['sailing']
mountain biking;['mountain', 'biking']
abseiling (no pl);['abseiling']
north;['north']
UK (= the United Kingdom);['UK']
tough;['tough']
ride;['ride']
roller coaster;['roller', 'coaster']
price;['price']
soccer;['soccer']
camp;['camp']
to spend;['spend']
technique;['technique']
coach;['coach']
to be free;['be', 'free']
ft (= foot, pl feet);['ft', '=', 'foot', ',', 'foot']
underground;['underground']
miner;['miner']
national;['national']
to climb (up);['climb']
coal;['coal']
to take a tour;['take', 'a', 'tour']
even;['even']
attractive;['attractive']
to rank;['rank']
optimistic;['optimistic']
Dear ...,;['Dear', ',']
awful;['awful']
to go surfing;['go', 'surfing']
to be over;['be', 'over']
That would be great.;['That', 'would', 'be', 'great', '.']
feeling;['feeling']
Thank you so much!;['Thank', 'you', 'so', 'much', '!']
to hide;['hide']
tower;['tower']
lady;['lady']
to agree;['agree']
to go to the seaside;['go', 'to', 'the', 'seaside']
seaside (BE, no pl);['seaside', 'BE', ',']
to go camping;['go', 'camping']
sightseeing (no pl);['sightseeing']
to do sightseeing;['do', 'sightseeing']
to ride;['ride']
bike (informal);['bike']
result;['result']
to be called;['be', 'called']
orienteering (no pl);['orienteering']
sun;['sun']
to sleep late;['sleep', 'late']
around;['around']
to rhyme;['rhyme']
suitcase;['suitcase']
shoe;['shoe']
sunglasses (pl);['sunglass']
hair dryer;['hair', 'dryer']
trainer;['trainer']
swimsuit;['swimsuit']
umbrella;['umbrella']
camera;['camera']
hiking boots (pl);['hiking', 'boot']
boot;['boot']
wellington (boot) (BE);['wellington', '(', 'BE', ')']
on holiday;['on', 'holiday']
at the front (of);['at', 'the', 'front']
Scottish;['Scottish']
to get to;['get', 'to']
Typical! (informal);['Typical', '!']
Viking;['Viking']
to be interested (in);['be', 'interested']
to go whale-watching;['go', 'whale-watching']
whale;['whale']
to go seal-spotting;['go', 'seal-spotting']
to spoil (it for sb);['spoil']
toward(s);['toward']
moonlight;['moonlight']
to work;['work']
quickly;['quickly']
ending;['ending']
to puzzle out;['puzzle', 'out']
See you soon! (informal);['See', 'you', 'soon', '!']
to look forward to doing sth;['look', 'forward', 'to', 'doing', 'sth']
to look forward to sth;['look', 'forward', 'to', 'sth']
to wish;['wish']
Wish you were here!;['Wish', 'you', 'were', 'here', '!']
love;['love']
to send;['send']
most;['most']
to organize;['organize']
back;['back']
to complete;['complete']
grid;['grid']
whose;['whose']
which;['which']
best;['best']
to prepare;['prepare']
exciting;['exciting']
camping (no pl);['camping']
rainy;['rainy']
cloudy;['cloudy']
foggy;['foggy']
snowy;['snowy']
clear;['clear']
about;['about']
to note down;['note', 'down']
cute;['cute']
pretty;['pretty']
to go for a ride;['go', 'for', 'a', 'ride']
only;['only']
a small one;['a', 'small', 'one']
barbecue;['barbecue']
to fall off;['fall', 'off']
both;['both']
nobody;['nobody']
to be left;['be', 'left']
the only one;['the', 'only', 'one']
to miss;['miss']
after all;['after', 'all']
phrase;['phrase']
to structure;['structure']
love;['love']
city;['city']
to fill in;['fill', 'in']
careful;['careful']
to compare;['compare']
delicious;['delicious']
support;['support']
except;['except']
instructor;['instructor']
around;['around']
while;['while']
if;['if']
just;['just']
river;['river']
mark;['mark']
opposite;['opposite']
direction;['direction']
to remember;['remember']
to turn (a)round;['turn', 'round']
the others;['the', 'others']
however;['however']
to become;['become']
nervous;['nervous']
it's OK (informal);"['it', ""'s"", 'OK']"
almost;['almost']
to be lost;['be', 'lost']
structure;['structure']
e.g.;['e.g', '.']
to connect;['connect']
sentence;['sentence']
connective;['connective']
direct speech;['direct', 'speech']
by;['by']
different;['different']
which one;['which', 'one']
trouble (no pl);['trouble']
to make sb angry;['make', 'sb', 'angry']
to collect;['collect']
to get into trouble;['get', 'into', 'trouble']
to record;['record']
to guess;['guess']
It won't happen again.;"['It', 'wo', ""n't"", 'happen', 'again', '.']"
I don't think so;"['I', 'do', ""n't"", 'think', 'so']"
those (= pl of that);['those', '=', 'of', 'that']
maybe;['maybe']
to feel;['feel']
to express;['express']
someone;['someone']
to feel sorry;['feel', 'sorry']
a few;['a', 'few']
note;['note']
each other;['each', 'other']
No way! (informal);['No', 'way', '!']
Roman;['Roman']
Celt;['Celt']
how to;['how', 'to']
to disagree;['disagree']
to mark;['mark']
favourite;['favourite']
material;['material']
the BBC (= British Broadcasting Corporation);['the', 'BBC']
without;['without']
announcement;['announcement']
over;['over']
PA (= public address) system;['PA']
role;['role']
to think about sb/sth;['think', 'about', 'sb']
character;['character']
kind;['kind']
to plan;['plan']
polite;['polite']
to start a business;['start', 'a', 'business']
to punish;['punish']
such;['such']
to save money;['save', 'money']
convincing;['convincing']
language;['language']
to act;['act']
to get sth started;['get', 'sth', 'started']
Christmas;['Christmas']
decoration;['decoration']
normal;['normal']
celebration;['celebration']
member;['member']
Diwali;['Diwali']
Hindu;['Hindu']
to perform;['perform']
goddess;['goddess']
wealth;['wealth']
candle;['candle']
into;['into']
each other;['each', 'other']
the best thing (about);['the', 'best', 'thing']
to blow up;['blow', 'up']
Houses of Parliament;['Houses', 'of', 'Parliament']
to kill;['kill']
to light;['light']
to imagine;['imagine']
would;['would']
reason;['reason']
English-speaking;['English-speaking']
St Patrick's Day;"['St', 'Patrick', ""'s"", 'Day']"
to include;['include']
planner;['planner']
What is ... about?;['What', 'is', 'about', '?']
in style;['in', 'style']
fabulous;['fabulous']
himself;['himself']
message;['message']
to organize;['organize']
before;['before']
to close;['close']
to be crazy about sb/sth;['be', 'crazy', 'about', 'sb']
noisy;['noisy']
wouldn't (= would not);"['would', ""n't""]"
quite;['quite']
anyone in particular;['anyone', 'in', 'particular']
bossy-boots (BE, informal);['bossy-boots', 'BE', ',']
Greek;['Greek']
crisps (pl, BE);['crisp', ',', 'BE']
to text (sb);['text']
else;['else']
annoyed;['annoyed']
nosy;['nosy']
bossy;['bossy']
to react (to sb/sth);['react']
news (pl);['news']
it's (= it is);"['it', ""'s""]"
will;['will']
Guess what!;['Guess', 'what', '!']
What a mess!;['What', 'a', 'mess', '!']
won't (= will not);"['wo', ""n't""]"
tense;['tense']
future;['future']
positive;['positive']
negative;['negative']
to form;['form']
to introduce;['introduce']
part;['part']
to feel;['feel']
necessary;['necessary']
to expect;['expect']
actually;['actually']
to speak to sb;['speak', 'to', 'sb']
to follow sb around;['follow', 'sb', 'around']
to have a crush on;['have', 'a', 'crush', 'on']
to want sb to do sth;['want', 'sb', 'to', 'do', 'sth']
embarrassed;['embarrassed']
important;['important']
conversation;['conversation']
bored;['bored']
following;['following']
chain;['chain']
fantasy;['fantasy']
to spoil;['spoil']
doorbell;['doorbell']
caption;['caption']
toward(s);['toward']
to go off;['go', 'off']
atmosphere;['atmosphere']
beginning;['beginning']
end;['end']
by heart;['by', 'heart']
to ring (up);['ring']
to speculate (on);['speculate']
to agree (on);['agree']
speech bubble;['speech', 'bubble']
scream;['scream']
sight;['sight']
order;['order']
about;['about']
I'd like to (= I would like to);"['I', ""'d"", 'like', 'to']"
bottom;['bottom']
page;['page']
to make sb do sth;['make', 'sb', 'do', 'sth']
to be worth sth;['be', 'worth', 'sth']
tourist;['tourist']
corner;['corner']
acrobat;['acrobat']
musician;['musician']
once;['once']
vegetable;['vegetable']
to watch out (for);['watch', 'out']
right;['right']
across;['across']
costume;['costume']
prop;['prop']
programme;['programme']
to get into;['get', 'into']
yourself (pl yourselves);['yourself', 'yourselves']
to race;['race']
stadium;['stadium']
to be into sb/sth (informal);['be', 'into', 'sb']
spectacular;['spectacular']
virtual;['virtual']
(a) must (no pl);['a', 'must']
stunning;['stunning']
to explore;['explore']
the universe;['the', 'universe']
technology;['technology']
to change;['change']
still;['still']
power station;['power', 'station']
view;['view']
to show sb (a)round;['show', 'sb', 'round']
natural history (no pl);['natural', 'history']
not ... anything else;['not', 'anything', 'else']
You must be joking! (informal);['You', 'must', 'be', 'joking', '!']
to change one's mind;"['change', 'one', ""'s"", 'mind']"
busy;['busy']
to go on a tour;['go', 'on', 'a', 'tour']
to pay;['pay']
suggestion;['suggestion']
to pack one's bags;"['pack', 'one', ""'s"", 'bag']"
to look up sth;['look', 'up', 'sth']
train;['train']
battery;['battery']
to e-mail;['e-mail']
top;['top']
middle;['middle']
letter;['letter']
below;['below']
heading;['heading']
choice;['choice']
meaning;['meaning']
similar;['similar']
dictionary;['dictionary']
search;['search']
to hop on;['hop', 'on']
to hop off;['hop', 'off']
ever;['ever']
double-decker;['double-decker']
all over the place;['all', 'over', 'the', 'place']
battleship;['battleship']
to book;['book']
to admit;['admit']
the real thing;['the', 'real', 'thing']
phone call (= telephone call);['phone', 'call']
right (informal);['right']
like this;['like', 'this']
winner;['winner']
queen;['queen']
to go on a trip;['go', 'on', 'a', 'trip']
